	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene
ENSG00000065883	0.366776309	5.463497906	9.195798781	0.505701068	25.521643	24.98412698	2.561797753	CDK13
ENSG00000116221	0.564459871	7.737306416	6.096710249	0.507416592	57.92477	25	1.617977528	MRPL37
ENSG00000130037	0.071549963	1.61972409	21.59734332	0.498390958	0.006468563	1.492063492	2.269662921	KCNA5
ENSG00000132825	0.13927667	2.815920556	16.97311402	0.49694078	7.85E-05	0.015873016	1.426966292	PPP1R3D
ENSG00000167536	0.314784919	4.796052444	10.53036664	0.496222021	4.4902544	24.96825397	2.606741573	DHRS13
ENSG00000198707	0.543747597	7.31717206	6.384095417	0.484370567	41.01553	25	1.696629213	CEP290
ENSG00000116977	0.625809678	8.267123015	4.946835402	0.49883034	37.985817	24.98412698	1.483146067	LGALS8
ENSG00000135702	0.085006191	1.866947652	19.72249346	0.500512474	0.636184	12.04761905	2.853932584	CHST5
ENSG00000133477	0.257807429	4.024237313	11.83914968	0.509901016	4.7008104	21.12698413	2.516853933	FAM83F
ENSG00000121152	0.294845025	4.521507649	10.78687362	0.515201177	3.3271565	24.80952381	2.617977528	NCAPH
ENSG00000165675	0.306301915	4.79585035	10.81770262	0.495215069	10.335087	24.96825397	2.640449438	ENOX2
ENSG00000006327	0.476445945	6.635515994	7.354820626	0.50317867	29.46364	24.96825397	1.91011236	TNFRSF12A
ENSG00000056736	0.322006244	4.867037317	10.4188514	0.501912189	13.504885	24.77777778	2.719101124	IL17RB
ENSG00000154889	0.511855097	7.163562041	6.741341789	0.481630432	50.34162	25	1.696629213	MPPE1
ENSG00000226685	0.017005005	0.463103086	27.11262175	0.495108395	0.003450635	0.507936508	2.97752809	CT47A12
ENSG00000052344	0.312566548	4.711776828	10.49453423	0.491202302	41.47498	22.77777778	2.617977528	PRSS8
ENSG00000155438	0.455255701	6.403971374	7.807061713	0.494374814	24.488754	25	2.056179775	NIFK
ENSG00000090487	0.577415571	7.900294319	5.66590159	0.497902598	70.105804	25	1.719101124	SPG21
ENSG00000128228	0.551455352	7.345982818	6.060552613	0.492416059	15.121473	24.98412698	1.269662921	SDF2L1
ENSG00000108641	0.543312311	7.247399287	6.252354908	0.505496425	20.044922	24.95238095	1.438202247	B9D1
ENSG00000183775	0.084815234	1.866963354	19.19248669	0.499586734	0.0980764	10.58730159	2.820224719	KCTD16
ENSG00000135272	0.682265829	7.603969273	3.492546208	0.497311421	6.188053	24.96825397	0.865168539	MDFIC
ENSG00000141434	0.089163229	1.906624627	19.38799514	0.500297706	3.4201946	12.46031746	2.921348315	MEP1B
ENSG00000055208	0.675699501	8.400674092	3.941984984	0.498133867	23.859581	25	1	TAB2
ENSG00000131779	0.459056674	6.509252722	7.709952947	0.500224634	18.735725	24.98412698	2.056179775	PEX11B
ENSG00000185338	0.32225475	4.690739797	10.20338781	0.510616129	0.26059467	19.06349206	1.505617978	SOCS1
ENSG00000173457	0.653975101	8.341510543	4.50648871	0.501842832	78.214134	25	1.011235955	PPP1R14B
ENSG00000175938	0.609553827	7.368809241	4.818576628	0.48947855	2.882515	24.98412698	0.853932584	ORAI3
ENSG00000118322	0.180565637	3.060487077	14.07721501	0.493877688	9.884345	20.74603175	2.97752809	ATP10B
ENSG00000125814	0.377090322	5.4149107	9.076335059	0.491282943	15.823254	24.92063492	2.269662921	NAPB
ENSG00000186579	0.013863791	0.378906023	25.64796967	0.489522754	1.00E-05	0	2.966292135	DEFB106A
ENSG00000041353	0.24516195	3.835617723	11.53560578	0.502834256	2.6867185	20.79365079	2.213483146	RAB27B
ENSG00000136003	0.817495341	9.637398461	2.181388561	0.489955837	140.9798	25	0.651685393	ISCU
ENSG00000151846	0.022233076	0.578237064	26.66079854	0.508553685	0.027091645	0.444444444	2.629213483	PABPC3
ENSG00000143537	0.593027908	8.07013244	5.475797904	0.50719212	287.16257	25	1.685393258	ADAM15
ENSG00000141934	0.357828864	5.292398164	9.332548565	0.511230451	21.50105	24.79365079	2.303370787	PLPP2
ENSG00000163527	0.613416222	8.226763061	5.172312142	0.496444687	80.6362	25	1.483146067	STT3B
ENSG00000091317	0.522343331	6.922182608	6.403132814	0.495228427	8.941371	24.95238095	1.640449438	CMTM6
ENSG00000166197	0.430366658	6.20416244	8.259716661	0.493828171	54.95887	25	2.382022472	NOLC1
ENSG00000119408	0.418367268	5.935069731	7.980106323	0.502501888	24.366116	25	2.247191011	NEK6
ENSG00000152413	0.281221423	4.197246945	10.80272134	0.499000186	4.3703423	24.73015873	2.797752809	HOMER1
ENSG00000203852	0.225121903	3.696507087	12.95135964	0.51002813	0.0005959	0.301587302	0.235955056	HIST2H3A
ENSG00000170954	0.275750036	4.323797042	11.19952571	0.487218094	3.518161	24.77777778	2.438202247	ZNF415
ENSG00000250317	0.520382876	7.100279853	6.549998373	0.500515723	8.664934	25	1.629213483	SMIM20
ENSG00000173482	0.549589265	7.820138681	6.388133441	0.504783711	147.604	24.98412698	1.876404494	PTPRM
ENSG00000196116	0.432821133	6.276909205	8.053388222	0.505541688	21.911621	25	2.123595506	TDRD7
ENSG00000166426	0.224373678	3.632287576	12.5443646	0.493702368	16.8357	22.17460317	2.820224719	CRABP1
ENSG00000183808	0.329639654	4.922973159	9.993795564	0.493293409	2.5637574	24.47619048	2.325842697	RBM12B
ENSG00000198816	0.409381976	5.897313087	8.545680776	0.50232166	2.8960736	24.93650794	1.95505618	ZNF358
ENSG00000108175	0.376588161	5.739963999	9.530444857	0.50023842	72.109245	25	2.696629213	ZMIZ1
ENSG00000114541	0.420725475	6.089481787	8.429321684	0.49872513	35.62335	25	2.224719101	FRMD4B
ENSG00000146833	0.646961409	8.094102586	4.311685261	0.493381326	16.311193	25	0.966292135	TRIM4
ENSG00000108406	0.348134302	5.38773727	9.942155831	0.495782791	46.570374	24.98412698	2.651685393	DHX40
ENSG00000155906	0.541224399	7.343672402	6.115095681	0.502782133	24.99343	25	1.617977528	RMND1
ENSG00000169692	0.639792412	8.29011684	4.692293316	0.488942656	89.35582	25	1.348314607	AGPAT2
ENSG00000072778	0.612749309	8.719317211	5.493984247	0.49875549	1152.6628	25	1.786516854	ACADVL
ENSG00000185043	0.500785591	7.125963972	7.104335909	0.507893974	154.01657	25	2.134831461	CIB1
ENSG00000141076	0.358296167	5.359837263	9.580509143	0.506862654	61.367706	25	2.775280899	UTP4
ENSG00000104879	0.263169234	4.121185544	11.48212613	0.517192959	266.11407	23.55555556	2.93258427	CKM
ENSG00000127946	0.627639883	7.931562318	4.62329862	0.509875274	34.20028	25	1.157303371	HIP1
ENSG00000155966	0.270169463	4.183352027	11.19092405	0.506579412	1.63519	22.06349206	2.235955056	AFF2
ENSG00000214706	0.58239496	7.878834728	5.787118237	0.488198959	74.40529	25	1.640449438	IFRD2
ENSG00000149932	0.463931428	6.757812148	7.767904283	0.505377687	110.99156	25	2.325842697	TMEM219
ENSG00000102805	0.523984789	7.134597316	6.37253555	0.498167685	14.58344	25	1.505617978	CLN5
ENSG00000156171	0.501060985	6.863966628	6.85277807	0.505290836	50.09029	25	1.988764045	DRAM2
ENSG00000184557	0.407634451	5.769238253	8.304945421	0.493709136	6.9925876	24.03174603	1.966292135	SOCS3
ENSG00000063515	0.016484851	0.439227	25.64608347	0.499136307	0.00405439	0.793650794	2.97752809	GSC2
ENSG00000163464	0.06653138	1.457895968	20.60740929	0.50148842	0.52392405	8.412698413	2.550561798	CXCR1
ENSG00000112249	0.636246816	8.282715288	4.733899817	0.491211249	32.858543	24.98412698	0.887640449	ASCC3
ENSG00000132388	0.774609535	8.192972885	2.373645947	0.50178508	23.895376	24.98412698	0.876404494	UBE2G1
ENSG00000157388	0.389763147	5.517239655	8.835506121	0.518516105	16.547832	24.76190476	2.191011236	CACNA1D
ENSG00000157214	0.535561396	6.717954942	6.017995376	0.509424031	4.9190974	24.26984127	1.449438202	STEAP2
ENSG00000138435	0.116962135	2.285172876	17.75607088	0.484695904	1.453977	15.92063492	2.93258427	CHRNA1
ENSG00000166503	0.52579943	7.11421089	6.4729209	0.49447065	24.06443	24.98412698	1.584269663	HDGFL3
ENSG00000165092	0.45519023	6.623078829	7.973387754	0.497766177	258.42523	25	2.359550562	ALDH1A1
ENSG00000150527	0.562859325	7.711856998	5.920227268	0.49242538	76.55519	25	1.494382022	CTAGE5
ENSG00000082516	0.680435843	8.208770106	3.916885269	0.510877002	21.426867	24.98412698	0.887640449	GEMIN5
ENSG00000134007	0.019452054	0.489685842	25.8160588	0.507834216	0.003172801	0.444444444	2.898876404	ADAM20
ENSG00000136231	0.169827653	2.941491017	14.29981555	0.485764131	0.49076575	17.63492063	2.629213483	IGF2BP3
ENSG00000136305	0.444609482	6.150252055	7.765941536	0.499965665	21.128895	25	2.033707865	CIDEB
ENSG00000139914	0.454249969	5.784272496	6.919106431	0.505223097	1.1157686	20.57142857	0.97752809	FITM1
ENSG00000162191	0.640979248	8.610864756	5.005391903	0.50282447	229.5259	25	1.640449438	UBXN1
ENSG00000171209	0.031256843	0.724789589	24.08677393	0.497947388	2.893539	2.26984127	2.943820225	CSN3
ENSG00000213995	0.452843322	6.5488537	7.825109858	0.50866156	39.17212	25	1.842696629	NAXD
ENSG00000198752	0.59709996	8.388504447	5.493220912	0.493428224	191.70903	25	1.662921348	CDC42BPB
ENSG00000136160	0.317770634	4.869140047	10.37405637	0.488608662	31.224442	25	2.696629213	EDNRB
ENSG00000142515	0.109646887	2.22360595	18.18590997	0.496964578	257.58197	15.01587302	2.966292135	KLK3
ENSG00000146414	0.711942944	8.46538913	3.506797593	0.480509158	16.971657	25	0.752808989	SHPRH
ENSG00000112787	0.386994773	5.857353386	9.25192764	0.488254755	90.48618	25	2.584269663	FBRSL1
ENSG00000184502	0.036553892	0.979834777	24.82083005	0.493225975	7.3111334	4.53968254	2.97752809	GAST
ENSG00000066230	0.28802077	4.386795252	10.84209472	0.491345059	32.886967	23.82539683	2.449438202	SLC9A3
ENSG00000085978	0.52611057	7.312058659	6.629509626	0.508566772	38.539227	25	1.786516854	ATG16L1
ENSG00000180828	0.014768293	0.437585584	26.74417045	0.48970114	1.00E-05	0	2.93258427	BHLHE22
ENSG00000140829	0.705867698	8.879061391	3.642711893	0.500284943	124.17581	25	1.011235955	DHX38
ENSG00000046653	0.286010412	4.465221818	11.37278164	0.487009876	35.533073	24.80952381	2.876404494	GPM6B
ENSG00000239857	0.587615075	7.190690582	5.019909043	0.505011531	4.2127066	24.98412698	0.91011236	GET4
ENSG00000131142	0.074568649	1.67416789	20.60004073	0.495473546	1.7669698	11.01587302	2.966292135	CCL25
ENSG00000176261	0.427683379	6.259245768	8.108294836	0.494274807	25.566383	25	2.168539326	ZBTB8OS
ENSG00000136699	0.435892362	6.423983746	8.333458017	0.504834726	70.65454	25	2.370786517	SMPD4
ENSG00000164136	0.410069423	5.745316354	8.390277658	0.491516198	7.4735813	24.98412698	2.033707865	IL15
ENSG00000102104	0.033163174	0.907771813	25.42755287	0.494083356	0.18889272	2.968253968	2.921348315	RS1
ENSG00000179134	0.576252277	7.910517429	5.788458947	0.501665804	80.48003	25	1.606741573	SAMD4B
ENSG00000110484	0.144103612	2.56535074	15.455524	0.490134796	40.36288	15.63492063	2.820224719	SCGB2A2
ENSG00000165516	0.546608364	7.533223482	6.197810938	0.497771517	127.4578	25	1.887640449	KLHDC2
ENSG00000168461	0.495816377	6.798935319	6.909808996	0.502050739	29.711658	24.98412698	1.764044944	RAB31
ENSG00000169045	0.841137908	11.12260192	2.094454044	0.497637492	685.3119	25	0.584269663	HNRNPH1
ENSG00000106511	0.226898468	3.757205059	12.52232617	0.513379279	3.4824636	22.84126984	2.943820225	MEOX2
ENSG00000204381	0.559363846	7.334960312	5.755115937	0.500651038	10.379591	24.9047619	1.404494382	LAYN
ENSG00000235568	0.483629048	6.511306839	7.024944607	0.510915919	2.1911097	23.82539683	1.337078652	NFAM1
ENSG00000099937	0.11142817	2.273262021	18.08465787	0.500925815	8.405281	15.84126984	3	SERPIND1
ENSG00000114520	0.410458567	6.083953173	8.758975364	0.497137612	37.993492	25	2.146067416	SNX4
ENSG00000118137	0.217243042	3.510800477	12.8483826	0.506502885	323.25644	23.22222222	2.97752809	APOA1
ENSG00000196376	0.211338268	3.546290623	12.79567287	0.50692365	0.99391854	22.03174603	2.752808989	SLC35F1
ENSG00000104047	0.454561242	6.371922056	7.656710599	0.505760484	14.140721	25	1.865168539	DTWD1
ENSG00000162783	0.178280616	3.219496885	14.49482565	0.49459352	0.012346521	2.111111111	1.314606742	IER5
ENSG00000156510	0.246553431	3.878803898	12.03079586	0.497472591	7.1427774	22.77777778	2.617977528	HKDC1
ENSG00000155876	0.10720156	2.18105086	18.64535428	0.496949719	0.009042748	0.825396825	1.842696629	RRAGA
ENSG00000136986	0.598184235	7.643670215	5.17523776	0.500005926	39.866905	25	1.370786517	DERL1
ENSG00000130165	0.562151423	7.527832857	5.692015277	0.504149002	31.281435	24.98412698	1.561797753	ELOF1
ENSG00000111846	0.560299437	6.696391251	5.212928234	0.506805661	1.6850458	23.65079365	1.179775281	GCNT2
ENSG00000171530	0.803072544	9.436516081	2.339810343	0.503853498	108.84751	25	0.808988764	TBCA
ENSG00000130413	0.384763173	5.436393986	8.855350618	0.501390051	11.04065	24.71428571	2.033707865	STK33
ENSG00000100503	0.400354288	5.968110314	8.882952932	0.503327849	25.26207	25	2.337078652	NIN
ENSG00000161031	0.08539424	1.820051373	19.71413054	0.49458883	4.510506	9.619047619	2.921348315	PGLYRP2
ENSG00000123358	0.533806684	7.689050626	6.724236179	0.497649494	499.945	25	1.93258427	NR4A1
ENSG00000148218	0.396826861	5.913945566	9.022468731	0.49918078	74.39479	25	2.449438202	ALAD
ENSG00000132793	0.415905142	5.882431832	8.154000437	0.500390889	62.874435	24.95238095	2.426966292	LPIN3
ENSG00000149476	0.367451241	5.538614434	9.531459587	0.487466057	75.093	25	2.741573034	TKFC
ENSG00000163435	0.385413065	5.63766563	8.985277799	0.491563521	124.22683	24.77777778	2.483146067	ELF3
ENSG00000106546	0.450830655	6.422253404	7.738350416	0.507672556	19.55131	24.95238095	1.853932584	AHR
ENSG00000180185	0.348880725	5.04331623	9.422775107	0.49350129	0.3955581	23.26984127	1.797752809	FAHD1
ENSG00000170561	0.217845156	3.581303175	12.7326407	0.508718789	8.422164	20.25396825	2.505617978	IRX2
ENSG00000183597	0.509645077	6.931969004	6.679542294	0.506587961	21.378407	24.98412698	1.730337079	TANGO2
ENSG00000105717	0.252550589	4.07034505	11.94041492	0.492370148	8.1866455	24.53968254	2.93258427	PBX4
ENSG00000135596	0.536624091	7.609637177	6.624601545	0.50418394	162.53006	25	1.91011236	MICAL1
ENSG00000163755	0.621365892	7.835987734	4.690191244	0.496413933	22.836523	25	0.988764045	HPS3
ENSG00000175893	0.622874988	7.798830647	4.698917974	0.51906541	6.467114	24.96825397	0.943820225	ZDHHC21
ENSG00000183020	0.660075991	8.893176651	4.541355188	0.494184314	151.38753	25	1.382022472	AP2A2
ENSG00000070814	0.537496571	7.527938712	6.438144538	0.498398188	60.9758	25	1.831460674	TCOF1
ENSG00000169105	0.270533892	4.214935446	11.1905813	0.497880177	2.1296763	20.79365079	2.415730337	CHST14
ENSG00000182272	0.402123659	5.703256855	8.699277163	0.495803462	39.77813	24.84126984	2	B4GALNT4
ENSG00000075461	0.136383071	2.509813544	16.6127244	0.516444083	1.7609653	17.19047619	2.97752809	CACNG4
ENSG00000137252	0.059855455	1.431301295	22.69963493	0.502378539	0.076028585	7.920634921	2.943820225	HCRTR2
ENSG00000117597	0.472859691	6.734572429	7.291356907	0.50798803	10.926009	25	1.674157303	DIEXF
ENSG00000116852	0.560166048	7.221289525	5.501754391	0.501627839	17.777143	24.98412698	1.337078652	KIF21B
ENSG00000137878	0.400902403	5.874473518	8.974657027	0.509042195	58.14606	24.98412698	2.382022472	GCOM1
ENSG00000164309	0.303970665	4.709783181	10.82411354	0.491446191	48.216743	24.98412698	2.91011236	CMYA5
ENSG00000165799	0.052808566	1.258556529	23.05698273	0.499543644	1.1176339	5.285714286	2.876404494	RNASE7
ENSG00000126249	0.574191566	7.161585364	5.27141269	0.492110658	4.441813	24.98412698	0.97752809	PDCD2L
ENSG00000171794	0.022783639	0.584553082	25.18920301	0.496040665	0.006961363	1.412698413	2.966292135	UTF1
ENSG00000110871	0.501932629	6.848195976	6.878418452	0.489400835	23.804579	25	1.93258427	COQ5
ENSG00000163812	0.543611415	7.528031273	6.353143936	0.511224529	43.02043	25	1.595505618	ZDHHC3
ENSG00000077348	0.346640634	5.222143618	9.848799416	0.499599433	15.239569	24.98412698	2.629213483	EXOSC5
ENSG00000135390	0.571658769	7.934669121	5.897042511	0.496162195	334.76236	25	1.808988764	ATP5MC2
ENSG00000198898	0.463764284	6.657315475	7.81726966	0.494215919	97.76367	25	2.112359551	CAPZA2
ENSG00000139117	0.574665946	7.603585906	5.580391842	0.511318331	15.698905	25	1.404494382	CPNE8
ENSG00000157103	0.296938296	4.546178134	10.89250369	0.508233781	17.616606	24.46031746	2.719101124	SLC6A1
ENSG00000112290	0.421412323	6.103505842	8.504355008	0.493066227	14.579819	25	2.157303371	WASF1
ENSG00000119328	0.393434128	5.676871085	8.806279385	0.500845748	9.754029	25	2.247191011	FAM206A
ENSG00000141367	0.699070165	9.19276315	3.889350961	0.499694961	284.16498	24.98412698	1.426966292	CLTC
ENSG00000196937	0.531652028	7.448355254	6.512755054	0.496289499	54.225426	25	1.719101124	FAM3C
ENSG00000111897	0.480116145	6.886068871	7.389056355	0.501898876	146.90302	25	2.011235955	SERINC1
ENSG00000213139	0.251675571	4.05523169	11.85184047	0.514026941	1.7738787	24.68253968	2.797752809	CRYGS
ENSG00000234719	0.698443599	8.745828519	3.641258171	0.50976837	40.857235	24.98412698	1.202247191	NPIPB2
ENSG00000214530	0.633049108	8.321732171	4.732382194	0.500821238	106.89939	25	1.224719101	STARD10
ENSG00000163472	0.273513327	4.324416679	11.68938456	0.501633562	11.976033	24.98412698	2.91011236	TMEM79
ENSG00000008282	0.563306951	7.608365625	5.949402332	0.502551946	46.18179	25	1.460674157	SYPL1
ENSG00000159650	0.09109149	1.935739974	19.43521795	0.502207102	8.513217	12.92063492	2.97752809	UROC1
ENSG00000117791	0.463531316	6.625312302	7.72802981	0.493107947	43.671658	24.98412698	2.146067416	2-Mar
ENSG00000143774	0.698033212	9.645766192	4.21881093	0.493180554	414.1825	25	1.449438202	GUK1
ENSG00000053501	0.730551576	8.612697443	3.082893753	0.501092561	41.180458	24.98412698	0.730337079	USE1
ENSG00000123146	0.45818483	6.575725559	7.756443557	0.493776183	113.52894	24.98412698	2.348314607	ADGRE5
ENSG00000116688	0.556007202	7.579491014	6.158108426	0.485540046	111.36311	25	1.662921348	MFN2
ENSG00000129646	0.305855884	4.711366894	10.95248144	0.522571391	12.406969	24.98412698	2.93258427	QRICH2
ENSG00000135486	0.897697256	12.64826393	1.431671006	0.487889416	1202.1404	25	0.325842697	HNRNPA1
ENSG00000116191	0.291874547	4.567143568	11.00298519	0.503848842	10.822131	24.96825397	2.483146067	RALGPS2
ENSG00000165609	0.3627781	5.479101168	9.78262283	0.506777539	54.812923	25	2.91011236	NUDT5
ENSG00000197647	0.248890121	4.056501998	12.17046499	0.488817154	1.2474746	24.84126984	2.898876404	ZNF433
ENSG00000104835	0.539274368	7.233075562	6.232720463	0.490144153	37.54553	24.98412698	1.719101124	SARS2
ENSG00000132300	0.581337904	7.872993425	5.751961728	0.499463736	94.16862	25	1.561797753	PTCD3
ENSG00000087086	0.573990057	8.53604712	6.21813061	0.488685359	2292.5784	25	2	FTL
ENSG00000124216	0.552143705	6.733583046	5.63699772	0.501189195	2.7768862	24.77777778	0.887640449	SNAI1
ENSG00000169122	0.643759453	7.351795342	4.006868215	0.499268233	2.6889155	24.76190476	0.528089888	FAM110B
ENSG00000159720	0.540760563	7.530978436	6.745294504	0.501496641	114.21323	25	2.011235955	ATP6V0D1
ENSG00000129173	0.204738662	3.344760027	12.93768528	0.496099812	1.2271036	17.6984127	2.483146067	E2F8
ENSG00000165105	0.378094373	5.380777967	8.760251469	0.509445003	8.776954	20.52380952	1.674157303	RASEF
ENSG00000132639	0.270660448	4.185222912	11.49016553	0.504045305	109.51024	24.61904762	2.865168539	SNAP25
ENSG00000159958	0.128856841	2.549593155	16.99155553	0.49329775	0.28995022	14.77777778	2.764044944	TNFRSF13C
ENSG00000103154	0.262749142	4.050368505	11.44653445	0.49450559	21.209103	24.0952381	2.842696629	NECAB2
ENSG00000146281	0.555072325	7.218689547	5.646857095	0.497069183	6.8445005	24.98412698	1.348314607	PM20D2
ENSG00000152208	0.117255003	2.260874905	17.53590213	0.503573501	0.9677322	14.85714286	2.865168539	GRID2
ENSG00000166262	0.365073235	5.291507773	9.197369629	0.5025379	3.5278664	24.96825397	2.224719101	FAM227B
